Hour,Day_Num,Month,Is_Weekend,Is_Night,Crime_Severity_Score,Latitude,Longitude,District,Ward,Beat,Community Area,Arrest,Domestic,PC1,PC2,Primary_Type
17,6,6,1,0,6,41.825505511,-87.667826711,9,12,912,59,0,1,-1.2148661392221127,2.2637245969642414,BATTERY
1,0,8,0,1,5,41.871578827,-87.705838431,11,24,1134,27,0,0,0.5015652747620061,-1.1306374069401275,CRIMINAL DAMAGE
15,5,6,1,0,6,41.753926202,-87.610148369,6,6,624,69,0,0,-2.445013884882285,1.6970936141412292,CRIMINAL DAMAGE
18,0,5,0,0,2,41.71616133,-87.573508674,4,7,431,51,0,1,-2.845028263497159,-1.609073366967333,ROBBERY
14,5,9,1,0,6,41.871681161,-87.72537408,11,24,1132,26,0,1,0.4838625115576053,1.943193646499088,THEFT
20,0,6,0,1,6,41.877563649,-87.685018696,12,27,1225,28,0,0,0.5882789272743427,-1.3002696059159384,THEFT
17,5,7,1,0,2,41.976773797,-87.69301261,20,40,2011,4,0,0,3.0859045670674923,1.3863948603957956,ARSON
18,5,3,1,0,3,41.809934604,-87.665009423,9,15,924,61,0,0,-0.9781383764238134,1.4837250770664303,BATTERY
12,5,8,1,0,7,41.819530175,-87.604359005,2,4,214,36,0,0,-2.221094360244988,1.7667699958058918,BATTERY
17,4,3,0,0,5,41.914225631,-87.681440355,14,32,1434,24,0,0,1.2917836173142516,-0.26519232128799114,THEFT
20,4,6,0,1,6,41.938319325,-87.785886088,25,30,2511,19,1,0,3.3364204994578532,0.09750468668525193,ASSAULT
19,2,12,0,0,5,41.846998557,-87.682182025,10,25,1034,31,0,0,0.10538724383073045,-1.000561806341032,DECEPTIVE PRACTICE
11,4,1,0,0,3,41.881786879,-87.646744867,12,34,1232,28,0,0,0.7440713186940904,-0.32225861209636897,BATTERY
14,4,3,0,0,6,41.893481171,-87.658501324,12,27,1215,24,0,1,0.445529550029232,0.07387176818224303,THEFT
21,4,4,0,1,3,41.902448829,-87.69934296,12,26,1211,24,0,0,0.9360558470212568,-0.12710179475984723,BATTERY
18,6,9,1,0,5,41.900136786,-87.706587423,12,26,1211,24,0,0,0.9321703942988406,1.9206285636793503,MOTOR VEHICLE THEFT
12,0,4,0,0,3,41.882114362,-87.632361012,1,34,122,32,0,0,-0.8105397944569311,-1.734157895091484,CRIMINAL DAMAGE
3,4,9,0,1,3,41.932012618,-87.640940116,19,43,1935,7,0,0,2.4233082693518853,0.04900034168155455,MOTOR VEHICLE THEFT
3,5,11,1,1,7,41.872885692,-87.760019685,15,29,1522,25,0,0,1.460959999727003,2.2198042568513716,MOTOR VEHICLE THEFT
14,3,3,0,0,2,41.756894789,-87.591522234,4,8,411,43,0,0,-2.2099775701115956,-0.7679739140747612,ROBBERY
13,5,9,1,0,6,41.750787493,-87.70852242,8,18,835,70,0,1,-1.483677817474424,1.9786865070670356,MOTOR VEHICLE THEFT
10,3,5,0,0,3,41.863924955,-87.706816383,10,24,1022,29,0,1,0.23418968138626065,-0.40233517946029473,ASSAULT
10,3,4,0,0,3,41.70399846,-87.620617627,5,9,512,49,0,0,-2.2894182386146174,-0.640371137584548,MOTOR VEHICLE THEFT
0,4,10,0,1,6,41.99233654,-87.782476935,16,39,1611,10,1,0,2.859235431351115,0.3030983574675044,DECEPTIVE PRACTICE
6,0,1,0,0,3,41.743188146,-87.655218541,6,17,613,71,0,0,-1.8954539925458243,-1.597196699182339,BATTERY
7,0,3,0,0,8,41.882210062,-87.76708982,15,29,1513,25,0,0,1.498277358210562,-1.2864293427682487,MOTOR VEHICLE THEFT
1,3,5,0,1,2,41.734121028,-87.652448861,22,21,2222,71,0,1,0.03444954490715762,-0.013258762406586003,BATTERY
16,6,12,1,0,6,41.924597175,-87.717430811,25,35,2525,22,0,0,3.022404674258,2.0102355557642313,CRIMINAL DAMAGE
13,5,10,1,0,7,41.86625461,-87.718967674,10,24,1011,29,0,0,0.3669763613650454,1.7729077206837374,BATTERY
3,5,4,1,1,6,41.880099831,-87.773828391,15,29,1513,25,0,0,1.6146833056380827,2.1847177261576753,OTHER OFFENSE
9,6,8,1,0,5,41.86185661,-87.7079746,10,24,1021,29,0,0,0.3605876827320379,2.040491294015446,CRIMINAL DAMAGE
12,5,1,1,0,6,41.950596146,-87.753302339,16,30,1634,15,0,0,2.2071203874762837,1.7551155333868083,CRIMINAL DAMAGE
7,1,7,0,0,6,41.923976215,-87.766294416,25,30,2515,19,0,0,3.148436688775803,-1.082619405360835,DECEPTIVE PRACTICE
19,0,7,0,0,5,41.742104512,-87.725927375,8,18,834,70,0,0,-1.2676301682995819,-1.6276832132030192,MOTOR VEHICLE THEFT
11,6,8,1,0,3,41.735962346,-87.633249078,6,21,622,49,0,0,-1.5396167642353924,1.8809188748855268,CRIMINAL DAMAGE
9,4,1,0,0,6,41.87799875,-87.642904147,1,34,121,28,1,1,-0.9464216484187555,0.11445373419242816,DECEPTIVE PRACTICE
21,6,12,1,1,3,41.921904892,-87.642636783,18,43,1812,7,0,0,2.27090853874772,2.0263694277516353,MOTOR VEHICLE THEFT
19,6,4,1,0,3,41.883693593,-87.629431622,1,34,111,32,0,0,-0.777067192386437,1.7604036730351575,THEFT
13,1,7,0,0,5,41.949063632,-87.709111717,17,33,1733,16,0,0,2.1343158306335317,-1.2542089764605315,CRIMINAL DAMAGE
1,5,4,1,1,6,41.734771251,-87.608454453,6,8,632,44,0,1,-2.2634871192134085,2.4240854434399344,CRIMINAL TRESPASS
16,6,4,1,0,5,41.99301404,-87.705949267,24,50,2413,2,0,0,3.99126363390743,1.9477577685784326,THEFT
21,4,3,0,1,6,41.970894579,-87.667723851,20,47,2032,3,0,0,2.9994797364918653,0.04468367486115406,BATTERY
1,4,7,0,1,5,41.829411713,-87.686271646,9,12,911,59,0,0,-0.943206026923815,0.25864735100874653,DECEPTIVE PRACTICE
10,3,6,0,0,2,41.792586415,-87.701090498,8,14,824,63,0,1,-1.2259883563767913,-0.4495513794858539,MOTOR VEHICLE THEFT
0,6,11,1,1,3,41.896216896,-87.72734157,11,37,1111,23,0,0,1.2901535716338937,2.318202969490816,OFFENSE INVOLVING CHILDREN
8,2,10,0,0,6,41.696297672,-87.682572942,22,19,2212,75,0,0,-0.07778352435591782,-0.7420967291065664,BURGLARY
8,4,8,0,0,3,42.017006715,-87.673208421,24,49,2422,1,0,0,3.94474006212735,-0.3207703080853453,ASSAULT
12,5,7,1,0,3,41.825642379,-87.617564012,2,3,212,35,0,0,-2.002570104334595,1.51533377405771,DECEPTIVE PRACTICE
1,4,3,0,1,3,41.750682103,-87.573526813,4,8,414,46,0,0,-2.432874822933428,0.10970855759900906,ASSAULT
0,0,11,0,1,3,41.870894581,-87.711723302,11,24,1133,27,0,0,0.5875202058822444,-1.2570453788142413,MOTOR VEHICLE THEFT
2,5,1,1,1,7,41.742991296,-87.632025815,6,21,622,44,0,0,-1.563782397491397,2.2445751361900417,CRIMINAL DAMAGE
20,4,3,0,1,2,41.779975054,-87.630937377,7,20,711,68,1,0,-1.5432580949766428,-0.17966817670092103,THEFT
14,0,7,0,0,6,41.76231063,-87.669817984,7,17,735,67,0,1,-1.7865668852667227,-1.2802193798676915,ASSAULT
17,0,3,0,0,2,42.004414046,-87.671370225,24,49,2432,1,0,1,3.7376905818431356,-1.6065141065003785,BATTERY
18,4,3,0,0,6,41.730145605,-87.545284948,4,10,424,46,0,0,-2.7040220715295575,-0.22697613761205307,MOTOR VEHICLE THEFT
15,3,6,0,0,3,41.983413907,-87.673478305,20,40,2012,77,0,0,1.7739178592603053,-0.7115673201582391,MOTOR VEHICLE THEFT
2,6,8,1,1,6,41.904487573,-87.775444916,25,29,2531,25,0,1,2.8425149693183327,2.777532842600037,ASSAULT
9,0,7,0,0,3,41.782618691,-87.702504711,8,14,823,66,0,0,-1.1968075945805954,-1.6440900522351005,ROBBERY
22,1,6,0,1,3,41.938457392,-87.666197832,19,32,1933,6,0,0,2.2799917289225355,-1.1901501204607736,THEFT
22,6,12,1,1,5,41.767581306,-87.572671287,3,5,331,43,0,0,-2.555342852616343,2.154153173051535,BATTERY
1,6,9,1,1,6,41.885741029,-87.631711749,1,42,122,32,0,1,-0.7987230581707457,2.7092252885775756,BATTERY
11,6,6,1,0,6,41.85635485,-87.619119418,1,3,132,33,0,1,-2.1773426675180807,2.305576489701067,CRIMINAL DAMAGE
8,5,7,1,0,3,41.745829715,-87.659679668,6,17,614,71,0,1,-1.993668635167497,1.8379098500476563,MOTOR VEHICLE THEFT
7,5,3,1,0,2,41.85207308,-87.732082259,10,24,1012,29,0,0,0.5408623215841165,1.5553285010607143,MOTOR VEHICLE THEFT
14,6,3,1,0,3,41.891583724,-87.634446444,18,42,1831,8,0,0,2.0675172890390128,1.8351136809272743,CRIMINAL DAMAGE
14,2,8,0,0,3,41.810373162,-87.670602393,9,15,924,61,0,0,-0.9898199666015783,-1.0376235947046524,CRIMINAL DAMAGE
16,5,8,1,0,2,41.902790057,-87.711054036,11,26,1121,23,0,0,0.9597413795895176,1.4117121788497256,BATTERY
13,4,8,0,0,6,41.880108035,-87.647309981,12,34,1232,28,0,0,0.6296506971469114,-0.17880837313906708,BATTERY
14,4,5,0,0,3,41.94731216,-87.650192352,19,44,1923,6,0,0,2.6153057539461675,-0.3849729927696373,CRIMINAL DAMAGE
11,2,1,0,0,2,41.751692112,-87.647711568,6,17,621,71,0,1,-2.0149691486039405,-0.7992199848325469,BATTERY
14,1,3,0,0,4,41.873128333,-87.72296642,11,24,1133,26,1,0,0.6868655427719104,-1.3120873330835177,BATTERY
17,2,7,0,0,6,41.93946832,-87.687012654,19,32,1931,5,0,0,2.334069597849027,-0.9026649232539473,ROBBERY
12,1,2,0,0,3,41.785036765,-87.622217822,3,20,311,40,0,0,-1.6526880540877682,-1.363352660396217,THEFT
19,3,7,0,0,3,41.877822179,-87.655181405,12,34,1232,28,1,0,0.7601517796011836,-0.7925824066723854,MOTOR VEHICLE THEFT
6,5,1,1,0,6,41.9764212,-87.904976266,16,41,1652,76,0,0,2.538830544962456,1.888288025244257,CRIMINAL DAMAGE
23,4,3,0,1,5,41.866184544,-87.724361483,11,24,1132,29,0,0,0.5788842850702938,-0.005502100047384087,CRIMINAL DAMAGE
18,0,6,0,0,6,41.802240804,-87.585083537,2,5,234,41,0,0,-2.457736571829365,-1.6065340001139665,MOTOR VEHICLE THEFT
0,0,9,0,1,6,41.842002544,-87.720829166,10,22,1031,30,0,0,0.1660795797952476,-1.0487647839270244,THEFT
10,4,11,0,0,3,41.921087531,-87.781708579,25,36,2512,19,0,0,3.49969534953065,-0.2986945645106297,OTHER OFFENSE
18,5,1,1,0,7,41.909919504,-87.72331408,25,26,2535,23,0,0,2.687758906432694,1.7574751915604605,BATTERY
7,3,6,0,0,3,41.784947457,-87.724159172,8,23,813,65,0,0,-0.7695064004651624,-0.5863755447123769,BATTERY
14,2,8,0,0,3,41.895774559,-87.621552652,18,2,1833,8,0,0,0.7666336528418422,-1.061705590141348,MOTOR VEHICLE THEFT
6,5,11,1,0,6,41.802413509,-87.592677218,2,4,234,41,1,1,-2.5813318776126097,1.9979288262498442,THEFT
6,2,6,0,0,6,41.853930752,-87.623841071,1,3,132,33,0,1,-2.2027110325870933,-0.527471092714955,ROBBERY
7,4,3,0,0,3,41.905529073,-87.667554656,14,1,1433,24,0,0,0.2978154429516927,-0.25666130506785245,BATTERY
9,2,9,0,0,3,41.695908161,-87.595822806,5,10,513,51,1,0,-2.4818209537813782,-1.0052118463776734,THEFT
18,3,4,0,0,3,41.889602962,-87.629598125,18,42,1831,8,0,0,1.9962782361974,-0.7729885353851417,NARCOTICS
18,3,2,0,0,8,41.984665895,-87.655222033,20,48,2022,77,0,0,1.7753615889403538,-0.4203703020395854,CRIMINAL DAMAGE
16,1,3,0,0,5,41.975305877,-87.689129104,20,40,2031,4,0,0,2.9439138968805376,-1.289609618274941,CRIMINAL DAMAGE
23,6,4,1,1,5,41.776400433,-87.570448042,3,5,331,42,1,0,-2.487715269597253,2.160685342377014,BATTERY
0,2,4,0,1,6,41.787633336,-87.646195703,7,16,712,68,0,1,-1.854454617009733,-0.10613238225109543,CRIMINAL TRESPASS
16,2,11,0,0,3,41.718116538,-87.561753553,4,7,431,51,0,1,-2.936857312379008,-0.860267396512456,ROBBERY
14,0,8,0,0,6,41.767448959,-87.585957168,3,5,332,43,0,0,-2.5410994641209053,-1.5587016699583767,BATTERY
22,4,1,0,1,3,41.719223689,-87.615284715,5,9,511,49,0,0,-2.2417950703129557,-0.124540677668218,BATTERY
0,3,4,0,1,6,42.018498254,-87.672983233,24,49,2422,1,0,0,3.843690461968686,-0.04270609846163259,ROBBERY
17,1,8,0,0,3,41.809670667,-87.594156219,2,4,222,39,1,0,-2.2768714442258617,-1.460292212068718,THEFT
11,1,7,0,0,3,41.95117425,-87.69816187,17,35,1733,16,0,0,2.207066035443223,-1.3635375007426183,THEFT
1,6,5,1,1,3,41.862027106,-87.727495637,10,24,1011,29,0,0,0.518131212187798,2.3402751970663638,THEFT
13,0,4,0,0,3,41.883016472,-87.754350959,15,28,1532,25,0,0,1.5722982910233851,-1.6909706383761347,ROBBERY
6,6,12,1,0,3,41.655796796,-87.596229365,5,10,533,54,0,1,-2.8568301409996817,2.1736969065928538,ROBBERY
19,6,6,1,0,6,41.787398367,-87.577746575,3,5,331,41,0,0,-2.4027246514341924,1.963875311862179,MOTOR VEHICLE THEFT
17,4,3,0,0,3,41.91007391,-87.653106106,18,27,1822,8,1,0,1.78228046432009,-0.4097546051197736,BATTERY
20,5,7,1,1,6,41.761771052,-87.568861998,3,7,334,43,0,1,-2.7379092812748973,2.159682716450079,CRIMINAL DAMAGE
3,5,1,1,1,3,41.889751946,-87.631072891,18,42,1831,8,0,0,2.0226369982991894,1.948096564416427,OTHER OFFENSE
18,0,8,0,0,3,41.749899475,-87.663426378,6,17,612,71,0,0,-1.8268805243123016,-1.7699236470673607,OTHER OFFENSE
11,5,11,1,0,3,41.892607132,-87.632613576,18,42,1832,8,0,0,2.0414545231050516,1.498707872120429,ASSAULT
22,1,5,0,1,6,41.783066326,-87.667547106,7,15,714,67,1,1,-1.767265960460233,-0.726496236378757,CRIMINAL SEXUAL ASSAULT
10,3,10,0,0,6,41.888162809,-87.763302262,15,37,1523,25,0,0,1.8173341085632866,-0.45686142228620136,ASSAULT
3,5,5,1,1,6,41.852798046,-87.696530037,10,25,1023,30,0,0,0.22144282388557987,2.158253204028601,THEFT
0,5,3,1,1,3,41.953570492,-87.734518833,17,30,1731,16,0,0,2.29947747594767,2.0106877541756694,DECEPTIVE PRACTICE
23,5,1,1,1,6,41.792873259,-87.673052634,7,16,715,67,1,1,-1.6102121843130086,2.1727178131327642,CRIMINAL DAMAGE
19,5,3,1,0,4,41.72560192,-87.565686267,4,7,413,48,1,0,-2.6507425964802365,1.4991912611574714,THEFT
22,6,1,1,1,3,41.852882701,-87.635528609,9,11,914,34,0,0,-0.6208890841726524,2.076896504620762,BURGLARY
15,2,5,0,0,6,41.954131922,-87.650259229,19,46,1923,6,0,0,2.606358146421254,-0.8907791363946093,OTHER OFFENSE
20,2,10,0,1,5,41.83981113,-87.617141911,1,4,133,35,0,0,-2.1297309692691937,-0.7091453900812875,CRIMINAL DAMAGE
17,2,8,0,0,6,41.700449473,-87.657311917,22,21,2232,73,0,1,-0.2532319033979727,-0.6137214117009406,MOTOR VEHICLE THEFT
1,5,5,1,1,5,41.946365317,-87.727932892,17,30,1732,16,0,0,2.159735587932581,2.1189749040342902,CRIMINAL DAMAGE
1,6,6,1,1,3,41.882242478,-87.653210427,12,34,1224,28,0,0,0.7801040889326226,2.3084939288760626,ASSAULT
15,0,4,0,0,6,41.741933099,-87.567301895,4,8,412,46,0,0,-2.6099576503286483,-1.5585041975157086,THEFT
14,2,5,0,0,6,41.770098585,-87.628288445,7,6,722,69,0,1,-2.3375422362549365,-0.5935490733301398,CRIMINAL DAMAGE
15,3,12,0,0,3,41.803181616,-87.585432024,2,5,222,39,0,0,-2.3311578772987946,-0.75830177228232,MOTOR VEHICLE THEFT
21,1,12,0,1,5,41.779220641,-87.649632877,7,16,724,68,1,0,-1.6814531025012387,-1.0521064844741281,CRIMINAL DAMAGE
19,1,12,0,0,6,41.783942615,-87.692305917,8,16,825,66,0,0,-1.2836722184321714,-1.2538514176837976,THEFT
14,4,4,0,0,2,41.695756734,-87.62319484,5,9,513,49,0,0,-2.2784077602960746,-0.40998842049545425,ROBBERY
11,6,9,1,0,5,41.692740831,-87.613071265,5,9,513,49,0,0,-2.4274786098474816,2.010483935724607,MOTOR VEHICLE THEFT
18,1,9,0,0,3,41.917466034,-87.699480934,14,26,1421,22,0,0,1.291097479185179,-1.4501696728806566,OTHER OFFENSE
14,3,10,0,0,3,41.781970081,-87.698345938,8,15,823,66,0,0,-1.184723577919101,-0.690373459070708,THEFT
12,2,3,0,0,6,41.786146558,-87.648598615,7,16,712,68,0,1,-1.8295252790242356,-0.5630023352739346,CRIMINAL DAMAGE
23,6,8,1,1,6,41.911735924,-87.772795369,25,29,2531,25,0,1,2.8711598735903903,2.516510158784605,BATTERY
22,0,6,0,1,6,41.808541832,-87.671398885,9,15,924,61,0,0,-1.1049656415068985,-1.3069097124115465,BATTERY
9,1,1,0,0,2,41.765952655,-87.588390142,3,8,324,43,0,1,-2.473125203293698,-1.1455663304082855,WEAPONS VIOLATION
11,0,5,0,0,6,41.780946398,-87.621995369,3,20,311,40,0,1,-1.9483225939476754,-1.2687734928354293,BATTERY
17,4,8,0,0,3,41.765056283,-87.584745993,3,7,324,43,0,0,-2.391026960326756,-0.419792161125346,BATTERY
23,6,6,1,1,3,41.748940319,-87.600269601,6,8,631,44,0,0,-1.9678989069474078,2.0476972396430577,ASSAULT
16,5,9,1,0,3,41.76694082,-87.58000643,3,5,332,43,0,0,-2.44055264475333,1.456383697887945,BATTERY
2,3,4,0,1,6,41.866477165,-87.698828386,11,28,1135,29,1,0,0.5179822207085512,-0.04708802960258322,BATTERY
1,6,6,1,1,6,41.801845925,-87.730758572,8,14,815,57,0,1,-1.0327008180959292,2.793069733043492,THEFT
2,6,7,1,1,3,41.766210896,-87.669924422,7,17,735,67,0,0,-1.4738159733060379,2.3271379988525798,MOTOR VEHICLE THEFT
14,3,7,0,0,4,41.760480671,-87.655795219,7,17,734,67,1,0,-1.6275402863818156,-0.6361678817709244,BATTERY
12,2,8,0,0,6,41.952530493,-87.766978842,16,30,1633,15,0,0,2.2446393509818985,-0.8208676462637321,CRIMINAL TRESPASS
17,3,2,0,0,3,41.898433364,-87.690343074,12,36,1211,24,0,0,1.1779626767499407,-0.7342466552844787,CRIMINAL DAMAGE
22,4,3,0,1,3,41.772808132,-87.673727704,7,16,726,67,0,0,-1.4696124248041913,-0.11484924949401647,CRIMINAL DAMAGE
0,3,9,0,1,5,41.884109654,-87.658045431,12,27,1224,28,0,0,0.5022077591895183,-0.10945596706260265,ASSAULT
18,6,9,1,0,3,41.834042232,-87.674368991,9,12,912,59,1,0,-0.8753018326171125,1.7961361870167076,DECEPTIVE PRACTICE
2,2,11,0,1,2,41.959725031,-87.754168138,16,45,1624,15,0,0,2.7599109733268286,-0.6672767189599956,CRIMINAL TRESPASS
19,5,12,1,0,6,41.846505437,-87.691105539,10,25,1034,30,0,1,0.0029205828684003266,1.862075183929587,BATTERY
0,6,2,1,1,3,41.850007064,-87.700987857,10,24,1033,30,0,0,0.3133905343967749,2.3576214450424393,CRIMINAL TRESPASS
23,4,2,0,1,6,41.850796161,-87.711312309,10,22,1024,30,0,0,0.19197788159998697,0.060779142284903304,BATTERY
16,6,3,1,0,6,41.764187497,-87.592545207,3,8,324,43,0,0,-2.3782423710647085,2.018077141148468,ASSAULT
15,5,7,1,0,5,41.756375377,-87.597810063,6,8,624,69,0,0,-2.411514220940592,1.6235338963700299,BATTERY
14,6,7,1,0,6,41.743794318,-87.562464878,4,7,423,46,0,1,-2.7783017855323107,2.2656449656348023,BATTERY
0,4,11,0,1,3,41.967929005,-87.6659897,19,46,1913,3,0,0,2.8794482262589156,0.07907479104725293,CRIMINAL DAMAGE
13,3,4,0,0,5,41.750398114,-87.660467455,6,17,612,71,1,0,-1.8822408956856629,-0.5453773611108022,THEFT
19,5,2,1,0,3,41.868541914,-87.639235361,1,28,124,28,0,0,-0.9066560179539203,1.4316834146804396,THEFT
15,3,5,0,0,3,41.88301997,-87.766605275,15,29,1512,25,0,0,1.6696826877962028,-0.6879233259960615,THEFT
0,6,8,1,1,2,41.751928332,-87.644077264,6,17,621,71,1,0,-1.8566785654284952,2.268051995617792,BURGLARY
12,0,3,0,0,6,41.977172323,-87.689198557,20,40,2011,4,0,1,2.7361049433938485,-1.2767537991499645,NARCOTICS
10,3,9,0,0,6,41.881854367,-87.724388981,11,28,1122,26,0,0,0.7805848028853208,-0.4638267656250021,ASSAULT
10,1,9,0,0,3,41.897706173,-87.678691948,12,36,1212,24,0,0,1.0847764115884,-1.3631019763958838,BATTERY
0,6,3,1,1,8,41.900885688,-87.721805866,11,27,1112,23,0,0,0.8397212336002976,2.6751293523181943,BATTERY
14,3,4,0,0,5,41.788983904,-87.591541086,2,5,235,41,0,0,-2.4402826033873803,-0.5824488060827653,BURGLARY
23,0,3,0,1,3,41.771377591,-87.654283858,7,17,724,67,0,0,-1.573248753876456,-1.5048450850505148,OFFENSE INVOLVING CHILDREN
9,5,3,1,0,3,41.974953796,-87.701323687,20,40,2031,4,0,0,3.109311991247716,1.5677446212251316,ASSAULT
6,4,3,0,0,5,41.865988976,-87.737829622,11,24,1131,29,0,0,0.6597075204046988,-0.10461593575394043,BURGLARY
18,4,3,0,0,3,41.883290597,-87.731866791,11,28,1114,26,0,0,0.939174080129182,-0.38933658182457326,BATTERY
0,0,12,0,1,3,41.694066834,-87.669194378,22,19,2212,75,0,0,-0.09640439069361767,-1.2210360488029928,THEFT
7,4,1,0,0,3,41.764604302,-87.689005226,8,17,831,66,0,1,-1.4061529266602188,0.012479535403972,THEFT
19,2,8,0,0,2,41.788987036,-87.74147999,8,13,813,56,0,0,-0.7808708132587541,-1.142390616434723,MOTOR VEHICLE THEFT
11,3,7,0,0,2,41.802684153,-87.614984482,2,20,223,38,0,0,-1.6602172232756198,-0.7547188573026828,BURGLARY
21,5,3,1,1,3,41.790178499,-87.615868512,2,20,232,40,0,0,-1.7489092052493564,1.727852463804174,BATTERY
20,6,9,1,1,5,41.865480934,-87.732492655,10,24,1011,29,0,0,0.4978211650339137,2.221049776399521,ROBBERY
22,1,4,0,1,8,41.86602405,-87.735600824,11,24,1131,29,0,0,0.5293118820070075,-0.8279304451239959,THEFT
23,2,10,0,1,3,41.859836003,-87.733543996,10,24,1012,29,0,0,0.5007065995032227,-0.8447170811623144,CRIMINAL DAMAGE
0,3,4,0,1,3,41.925971827,-87.691341754,14,1,1431,22,0,0,0.5425683345579078,-0.19920560675711046,THEFT
5,3,1,0,1,7,41.772952883,-87.684691146,8,16,832,66,0,0,-1.3954139249221542,0.022832174306083888,MOTOR VEHICLE THEFT
3,3,12,0,1,3,41.874902886,-87.694529833,11,28,1135,27,0,0,0.6452853392122947,-0.27725107667521454,BATTERY
14,4,3,0,0,3,41.88121504,-87.637001425,1,42,122,32,0,0,-0.5286192022501837,-0.3868463193332537,MOTOR VEHICLE THEFT
23,3,7,0,1,3,41.901664864,-87.73216457,11,37,1111,23,0,0,1.326686423856471,-0.5037630810083107,THEFT
8,6,8,1,0,6,41.845798087,-87.711169879,10,22,1024,30,0,1,0.02350101282167938,2.3635931099565903,MOTOR VEHICLE THEFT
0,2,3,0,1,2,41.911552652,-87.774042425,25,29,2531,25,0,1,2.969271380237668,-0.3354238892363218,ASSAULT
0,3,1,0,1,3,41.89592582,-87.749015037,15,37,1531,25,0,1,1.711759736375193,0.05641144881788695,OTHER OFFENSE
12,1,12,0,0,3,41.958096358,-87.74419364,17,45,1722,16,0,0,2.782524308104519,-1.3871934765864629,BATTERY
5,6,6,1,1,6,41.734930888,-87.549985726,4,10,424,46,0,1,-2.8155022034206363,2.689286510299204,BATTERY
23,5,10,1,1,6,41.745438133,-87.697390511,8,18,835,70,0,1,-1.5843530810412776,2.1618227772313543,OTHER OFFENSE
21,0,8,0,1,2,41.876642404,-87.649208695,12,34,1232,28,0,0,0.7225952649843145,-1.5935273166992008,CRIMINAL DAMAGE
16,5,10,1,0,3,41.994019837,-87.713281946,17,50,1711,13,0,0,3.0260155506492885,1.4502546021741394,CRIMINAL DAMAGE
19,0,1,0,0,3,41.88206533,-87.627492211,1,34,112,32,0,0,-0.8357644392969928,-1.810931832424072,OTHER OFFENSE
10,5,10,1,0,3,41.917546362,-87.690728102,14,1,1431,22,0,0,0.5300745591099686,1.5530610734977335,ROBBERY
13,3,3,0,0,3,41.886208132,-87.616256697,1,42,114,32,0,0,-0.6288048779504595,-0.7241766234319187,THEFT
13,4,11,0,0,3,41.872815608,-87.702173016,11,28,1134,27,0,1,0.5318587203001438,-0.12304902553785312,OTHER OFFENSE
19,0,12,0,0,7,41.860155012,-87.714022555,10,24,1021,29,0,0,0.2707786503005778,-1.5488474674395638,OTHER OFFENSE
6,6,6,1,0,3,41.895732399,-87.687784384,12,36,1221,24,0,0,1.1781239857667993,1.9399176588757006,BATTERY
23,4,9,0,1,5,41.837568494,-87.647166344,9,11,913,60,1,0,-1.1590308508164242,-0.04154349214522045,CRIMINAL TRESPASS
4,3,5,0,1,6,41.855399567,-87.715107238,10,24,1021,29,0,0,0.29397128983250814,-0.059403662068065084,ASSAULT
12,1,3,0,0,6,41.800427622,-87.661110603,9,16,934,61,0,1,-1.314219058014456,-0.9033985956750105,OFFENSE INVOLVING CHILDREN
8,6,4,1,0,3,41.777124435,-87.664154997,7,16,725,67,0,0,-1.4663488179558863,1.9486207944652536,MOTOR VEHICLE THEFT
11,4,4,0,0,6,41.878797001,-87.731626185,11,28,1115,26,0,1,0.6484333057964436,0.12974422131434013,BURGLARY
16,6,6,1,0,3,41.770318159,-87.628293372,7,6,722,69,0,0,-2.0368802601839144,1.8385422592686809,THEFT
17,6,6,1,0,7,41.896704058,-87.626309934,18,2,1833,8,0,0,0.71339806530438,2.065304583388571,THEFT
8,1,2,0,0,6,41.671903369,-87.641710641,5,21,524,53,0,0,-2.129938072329979,-1.0953242972461723,THEFT
10,6,3,1,0,3,41.834690813,-87.613705645,2,4,211,35,0,1,-2.104875305579747,2.1370593143003354,THEFT
22,5,7,1,1,6,41.808359885,-87.752954932,8,22,814,56,0,0,-0.4518719572548384,1.9462558779765506,ASSAULT
21,1,5,0,1,5,41.779365702,-87.613187975,3,20,312,42,0,0,-1.8429781407895391,-1.0445935940470419,THEFT
10,5,7,1,0,3,41.904165661,-87.74664399,25,37,2533,25,0,0,3.1987149418072733,1.5772130748467879,ASSAULT
20,1,4,0,1,4,41.860013097,-87.721336447,10,24,1014,29,1,0,0.4127965327086426,-1.0761461751224501,THEFT
0,1,2,0,1,6,42.018498254,-87.672983233,24,49,2422,1,1,0,3.8420492908467616,-0.7300072651703675,BATTERY
11,4,10,0,0,6,42.008311091,-87.673806097,24,49,2424,1,0,0,3.807001452009553,-0.17017372863323535,BATTERY
13,2,11,0,0,5,41.998568957,-87.677111021,24,50,2412,2,0,0,3.804700332883461,-0.9472366359585915,NARCOTICS
0,5,6,1,1,6,41.943636647,-87.648180531,19,44,1925,6,0,0,2.496609512699178,2.1593425340442662,WEAPONS VIOLATION
4,3,9,0,1,6,41.779784616,-87.738668186,8,13,813,64,0,1,-1.282465027651662,0.19888433048826457,OTHER OFFENSE
4,2,3,0,1,3,41.927843489,-87.799047058,25,36,2512,18,0,0,3.6391862040282206,-0.5628299408518532,ASSAULT
